Timestamp,Temperature (C),Pressure (hPa),Humidity (%),"(Latitude, Longitude, Altitude (m))","Gravity Vector (m/s^2 , xyz)","Acceleration w/o-grav. Vector (m/s^2 , xyz)","Orientation (Euler angles, xyz)"
2024-06-24 23:30:14,25.66935546875,988.3406945426962,36.17358399559748,"(37.8812792, -122.2564678, 191228)","(-0.19, 0.4, 9.790000000000001)","(0.02, -0.02, -0.34)","(359.9375, -1.125, -2.375)"
2024-06-24 23:30:17,25.673574218749998,988.3432901951313,36.06753852600372,"(37.8812812, -122.25646979999999, 190642)","(-0.19, 0.4, 9.790000000000001)","(0.03, -0.01, -0.33)","(359.9375, -1.125, -2.375)"
ERROR:  - TIME SYSTEM ERROR; GPS LIKELY LOST. SWITCHING TO SECONDARY TIME SYSTEM (PI-TIME) UNTIL RESOLVED: 'NoneType' object has no attribute 'year'
2024-06-25 07:30:27,25.6660546875,988.3464620750009,35.89341713874094,Error: 'NoneType' object has no attribute 'lat',"(-0.19, 0.4, 9.790000000000001)","(0.01, -0.04, -0.32)","(359.9375, -1.125, -2.375)"
2024-06-25 07:30:33,25.666269531250002,988.3363142185257,35.92028028229554,Error: 'NoneType' object has no attribute 'lat',"(-0.19, 0.4, 9.790000000000001)","(0.01, -0.01, -0.33)","(359.9375, -1.125, -2.375)"
2024-06-25 07:30:39,25.661386718750002,988.3275493846751,36.0362169852334,Error: 'NoneType' object has no attribute 'lat',"(-0.19, 0.4, 9.790000000000001)","(0.02, -0.02, -0.32)","(359.9375, -1.125, -2.375)"
"ERROR:  - TIME ERROR RESOLVED, SWITCHING BACK TO PRIMARY (GPS) TIME SYSTEM"
2024-06-24 23:30:45,25.65416015625,988.3299577437945,36.09046396610732,"(37.8813057, -122.2564755, 184912)","(-0.19, 0.4, 9.790000000000001)","(0.0, -0.03, -0.31)","(359.9375, -1.125, -2.375)"
2024-06-24 23:30:48,25.65865234375,988.3273162345598,36.046804918710805,"(37.881329199999996, -122.2564731, 181739)","(-0.19, 0.4, 9.790000000000001)","(0.02, -0.01, -0.36)","(359.9375, -1.125, -2.375)"
2024-06-24 23:30:51,25.661679687499998,988.3267878864077,35.98058917848515,"(37.881335799999995, -122.2564755, 180736)","(-0.19, 0.4, 9.790000000000001)","(0.0, -0.01, -0.31)","(359.9375, -1.125, -2.375)"
2024-06-24 23:30:54,25.65921875,988.3297871691373,35.93656516078544,"(37.881336499999996, -122.25647749999999, 180868)","(-0.19, 0.4, 9.790000000000001)","(0.03, -0.02, -0.35000000000000003)","(359.9375, -1.125, -2.375)"
2024-06-24 23:30:57,25.667539062499998,988.323415093074,35.870453030370314,"(37.8813369, -122.2564781, 180939)","(-0.19, 0.4, 9.790000000000001)","(0.01, -0.02, -0.36)","(359.9375, -1.125, -2.375)"
2024-06-24 23:31:00,25.675078125,988.3281081225236,35.83758354876878,"(37.8813375, -122.2564776, 180918)","(-0.19, 0.4, 9.790000000000001)","(0.01, -0.02, -0.34)","(359.9375, -1.125, -2.375)"
2024-06-24 23:31:03,25.67271484375,988.3280299326437,35.832550539055845,"(37.8813387, -122.25647719999999, 180684)","(-0.19, 0.4, 9.790000000000001)","(0.01, -0.04, -0.31)","(359.9375, -1.125, -2.375)"
2024-06-24 23:31:06,25.67447265625,988.3285424054475,35.81065469784632,"(37.88134, -122.2564761, 180488)","(-0.19, 0.4, 9.790000000000001)","(0.0, -0.02, -0.32)","(359.9375, -1.125, -2.375)"
